document_id,subjectCategories,title,abstract,createDate,publicationDate,downloads_pdf_url,downloads_text_url,center,copyright,related
19810003146,COMPUTER OPERATIONS AND HARDWARE,The Remote Computer Control (RCC) system,"A system to remotely control job flow on a host computer from any touchtone telephone is briefly described. Using this system a computer programmer can submit jobs to a host computer from any touchtone telephone. In addition the system can be instructed by the user to call back when a job is finished. Because of this system every touchtone telephone becomes a conversant computer peripheral. This system known as the Remote Computer Control (RCC) system utilizes touchtone input, touchtone output, voice input, and voice output. The RCC system is microprocessor based and is currently using the INTEL 80/30microcomputer. Using the RCC system a user can submit, cancel, and check the status of jobs on a host computer. The RCC system peripherals consist of a CRT for operator control, a printer for logging all activity, mass storage for the storage of user parameters, and a PROM card for program storage.",2013-08-11,1980-01-01,/api/citations/19810003146/downloads/19810003146.pdf,/api/citations/19810003146/downloads/19810003146.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003136
19810003152,COMPUTER OPERATIONS AND HARDWARE,Distributed microprocessors in a tactical universal modem,"The distributed microprocessor system associated with a wideband signal conversion unit (WBSCU) is described. Multiple embedded 8086 and 2901 microprocessors, supported by dedicated hardware modules, perform the required real time operations for both transmit and receive functions. Commands from a host computer determine the configuration of the WBSCU via the IEEE 488 bus. Each of the four WBSCU channels is assigned to process a specified IF waveform; each channel configures its own resources and, in some cases, borrows resources from other channels. The processed waveform data is communicated from individual channels to redundant global memories. Data flow between the user community and global memories occurs via redundant 1553 buses through intelligent Bus Interface Units. Each WBSCU channel contains one 2901 bit slice machine and one 8086 microprocessor. The 2901 provides high speed processing capability for the most time critical operations. The 8086 is used for lower speed processing tasks where its high level language capability can be better exploited. Each 8086 has a global bus for wideband interprocessor communication, and a local bus for 8086/2901, master/slave communication. Software architecture consists of a control and communications structure governing mode dependent signal processing tasks.",2013-08-11,1980-01-01,/api/citations/19810003152/downloads/19810003152.pdf,/api/citations/19810003152/downloads/19810003152.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003136
19810003153,COMPUTER OPERATIONS AND HARDWARE,Microcomputer software development facilities,"A more efficient and cost effective method for developing microcomputer software is to utilize a host computer with high-speed peripheral support. Application programs such as cross assemblers, loaders, and simulators are implemented in the host computer for each of the microcomputers for which software development is a requirement. The host computer is configured to operate in a time share mode for multiusers. The remote terminals, printers, and down loading capabilities provided are based on user requirements. With this configuration a user, either local or remote, can use the host computer for microcomputer software development. Once the software is developed (through the code and modular debug stage) it can be downloaded to the development system or emulator in a test area where hardware/software integration functions can proceed. The microcomputer software program sources reside in the host computer and can be edited, assembled, loaded, and then downloaded as required until the software development project has been completed.",2013-08-11,1980-01-01,/api/citations/19810003153/downloads/19810003153.pdf,/api/citations/19810003153/downloads/19810003153.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003136
19810003162,COMPUTER OPERATIONS AND HARDWARE,Application of advanced electronics to a future spacecraft computer design,Advancements in hardware and software technology are summarized with specific emphasis on spacecraft computer capabilities. Available state of the art technology is reviewed and candidate architectures are defined.,2013-08-11,1980-01-01,/api/citations/19810003162/downloads/19810003162.pdf,/api/citations/19810003162/downloads/19810003162.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003136
19810003164,COMPUTER OPERATIONS AND HARDWARE,Modular missile borne computers,The modular missile borne computer's architecture with emphasis on how that architecture evolved is discussed. A careful analysis is given of both the physical constraints and the processing requirements.,2013-08-11,1980-01-01,/api/citations/19810003164/downloads/19810003164.pdf,/api/citations/19810003164/downloads/19810003164.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003136
19810003180,COMPUTER PROGRAMMING AND SOFTWARE,An automated procedure for developing hybrid computer simulations of turbofan engines,"A systematic, computer-aided, self-documenting methodology for developing hybrid computer simulations of turbofan engines is presented. The methodology makes use of a host program that can run on a large digital computer and a machine-dependent target (hybrid) program. The host program performs all of the calculations and date manipulations needed to transform user-supplied engine design information to a form suitable for the hybrid computer. The host program also trims the self contained engine model to match specified design point information. A test case is described and comparisons between hybrid simulation and specified engine performance data are presented.",2013-09-04,1980-01-01,/api/citations/19810003180/downloads/19810003180.pdf,/api/citations/19810003180/downloads/19810003180.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003181,COMPUTER PROGRAMMING AND SOFTWARE,Pure pixel classification software,Programs are described which permit classification runs with the LARSYS software to be made on images which have the ground truth field boundaries removed.,2013-09-04,1980-07-01,/api/citations/19810003181/downloads/19810003181.pdf,/api/citations/19810003181/downloads/19810003181.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003391,SOCIAL SCIENCES (GENERAL),The 1980 summer research fellowship program,"The problem of incorporating visual input into robot systems is described. The photochemistry of the stratosphere, particularly possible permutations of the ozone layer, is discussed. Photoelectrochemical properties of metal thio-hypodiphosphates are investigated. Extreme eigenvalues are computed by the Lancqos approach. The rotational Raman spectra of the molecular atmosphere is studied. A computer operated mathematical symbolic manipulation system is described. Preparation of polycrystalline semiconductor electrodes of tungsten and molybdenum dichalcogenides is received.",2013-09-04,1980-10-01,/api/citations/19810003391/downloads/19810003391.pdf,/api/citations/19810003391/downloads/19810003391.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003464,LUNAR AND PLANETARY EXPLORATION,Coordinates of features on the Galilean satellites,"Control nets of the four Galilean satellites, established photogrammetrically from pictures taken by the two Voyager spacecraft during their flybys of Jupiter in 1979, are discussed. Coordinates of 504 points on Io, 112 points on Europa, 1547 points on Ganymede, and 439 points on Callisto are listed. Selected points are identified on maps of the satellites. Measurements of these points were made on 234 pictures of Io, 115 pictures of Europa, 282 pictures of Ganymede, and 200 pictures of Callisto. The systems of longitude were defined by craters on Europa, Ganymede, and Callisto. Preliminary solutions are found for the directions of the axes of rotation of the Galilean satellites. Mean radii are determined as 1815 + or - 5 km for Io, 1569 + or - 10 km for Europa, 2631 + or - km for Ganymede, and 2400 + or - 10 km for Callisto.",2013-09-04,1980-11-01,/api/citations/19810003464/downloads/19810003464.pdf,/api/citations/19810003464/downloads/19810003464.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003469,GENERAL,Research reports:  The 1980 NASA/ASEE Summer Faculty Fellowship Program,The Summer Faculty Fellowship Research Program objectives are: to further the professional knowledge of qualified engineering and science faculty members; to stimulate an exchange of ideas between participants and NASA; to enrich and refresh the research and teaching activities of participants and institutions; and to contribute to the research objectives at the NASA centers. The Faculty Fellows engaged in research projects commensurate with their interests and background and worked in collaboration with a NASA/MSFC colleague.,2013-09-04,1980-10-01,/api/citations/19810003469/downloads/19810003469.pdf,/api/citations/19810003469/downloads/19810003469.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,"19810003470,19810003471,19810003472,19810003473,19810003474,19810003475,19810003476,19810003477,19810003478,19810003479,19810003480,19810003481,19810003482,19810003483,19810003484,19810003485,19810003486,19810003487,19810003488,19810003489,19810003490,19810003491,19810003492,19810003493,19810003494,19810003495,19810003496,19810003497,19810003498,19810003499,19810003500,19810003501"
19810003477,SOLID-STATE PHYSICS,Material and process constraints for a flat interface in the Bridgman-Stockbarger technique,"The functional relationships between various material and process parameters necessary for a flat interface in the Bridgman-Stockbarger technique are given. In particular, two boundary condition cases are considered. The findings imply that the material and process parameters cannot be arbitrary if a flat melt-solid interface is to be achieved. The sensitivity of one parameter to changes in another parameter suggests great care should be taken in obtaining the various material parameters.",2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003480,GROUND SUPPORT SYSTEMS AND FACILITIES (SPACE),Modeling a maintenance simulation of the geosynchronous platform,"A modeling technique used to conduct a simulation study comparing various maintenance routines for a space platform is dicussed. A system model is described and illustrated, the basic concepts of a simulation pass are detailed, and sections on failures and maintenance are included. The operation of the system across time is best modeled by a discrete event approach with two basic events - failure and maintenance of the system. Each overall simulation run consists of introducing a particular model of the physical system, together with a maintenance policy, demand function, and mission lifetime. The system is then run through many passes, each pass corresponding to one mission and the model is re-initialized before each pass. Statistics are compiled at the end of each pass and after the last pass a report is printed. Items of interest typically include the time to first maintenance, total number of maintenance trips for each pass, average capability of the system, etc.",2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003484,INORGANIC AND PHYSICAL CHEMISTRY,Photochemistry of monodentate and bidentate carbonato complexes of rhodium (3),"A scheme for the photochemical fixation of water is proposed which involves a five-step reaction sequence; the first step involves the 2 electron reduction of a metal by a coordinated carbonate ligand, with corresponding oxidation of the carbonate to CO2 and O2. Ligand field photolysis of trans- (RH(en)2 H2O CO3) ClO4, and (Rh(en)2 CO3) CLO4 have been studied in the solid state and in aqueous solution at various pH values. Both salts are photoinert in the solid phase, but are quite photoreactive in aqueous solution. In solution, the monodentate ion undergoes efficient isomerization to a mixture of cis and trans - (Rh(en)2 H2O CO3)+, presumably with water exchange. A minor pH increase upon photolysis is evidence of inefficient carbonate (CO3 =) release, with formation of (Rh(en)2 (H2O)2)3+. In contrast, aqueous solutions of the bidentate carbonato complex undergo efficient pH decrease upon ligand field photolysis. Changes in the electronic spectrum (200-500 nm) and pH changes indicate that the desired redox is occurring. The pH increase is due to the aqueous behavior of CO2.",2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003485,ASTRONAUTICS (GENERAL),Calculations and measurements in support of the triglycine sulfate zero gravity growth experiment,"Two areas of investigation which are required for maximum utilization of the flight experiment results from the solution growth of crystals of triglycine sulfate (TGS) are addressed. The use of an ultramicroscope to characterize structural defects in the grown TGS crystals is discussed. Mie theory is applied to the light scattering expected from idealized crystal defects in order to predict the sensitivity of ultramicroscopy in the detection of small defects. Secondly, the measurement of optical properties of TGS solutions in water is discussed. This data is needed in order to interpret interferometric studies of mass transport through the TGS solution during the growth phase of the flight experiment. In particular, refractive index data is obtained for a wide range of temperatures and concentrations of TGS solutions. Absorbance measurements in the ultraviolet have also been made for the same samples.",2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003494,MECHANICAL ENGINEERING,Power distribution for electron beam welding,The power distribution of an electron seam is analyzed. Digital computer techniques are used to evaluate the radial distribution of power detected by a wire probe circulating through the beam. Results are reported.,2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003497,COMMUNICATIONS AND RADAR,FFT methods in signal processing of the coal interface detector radar,"The FM radar for the coal interface detector, operating in the frequency band 2 to 4 GHz, is intended for the display of thicknesses between 2 cm and 20 cm. Because of such a short range, the thickness information is contained in the very few lowest spectral components of the output signal. To overcome this inconvenience, the Fourier series of the output signal was augmented to approximate a Fourier integral. This modification in the signal processing resulted in a higher spectral density, which in turn enabled an easier identification of the interface position in the laboratory. The orientation and spacing of the receiving and transmitting antennas is found to have an important influence on the system performance.",2013-08-11,1980-10-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003469
19810003506,AERODYNAMICS,A computer program to calculate the longitudinal aerodynamic characteristics of upper-surface-blown wing-flap configurations,"A user's manual is presented for a computer program in which a vortex-lattice lifting-surface method is used to model the wing and multiple flaps. The engine wake model consists of a series of closely spaced vortex rings with rectangular cross sections. The jet wake is positioned such that the lower boundary of the jet is tangent to the wing and flap upper surfaces. The two potential flow models are used to calculate the wing-flap loading distribution including the influence of the wakes from up to two engines on the semispan. The method is limited to the condition where the flow and geometry of the configurations are symmetric about the vertical plane containing the wing root chord. The results include total configuration forces and moments, individual lifting-surface load distributions, pressure distributions, flap hinge moments, and flow field calculation at arbitrary field points. The use of the program, preparation of input, the output, program listing, and sample cases are described.",2013-09-04,1978-08-01,/api/citations/19810003506/downloads/19810003506.pdf,/api/citations/19810003506/downloads/19810003506.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003507,AERODYNAMICS,Low-speed aerodynamic characteristics of a 13 percent thick medium speed airfoil designed for general aviation applications,"Wind tunnel tests were conducted to determine the low speed, two dimensional aerodynamic characteristics of a 13percent thick medium speed airfoil designed for general aviation applications. The results were compared with data for the 13 percent thick low speed airfoil. The tests were conducted over a Mach number range from 0.10 to 0.32, a chord Reynolds number range from 2.0 x 10 to the 6th power to 12.0 x 10 to the 6th power, and an angle of attack frange from about -8 deg to 10 deg. The objective of retaining good high-lift low speed characteristics for an airfoil designed to have good medium speed cruise performance was achieved.",2013-09-04,1979-08-01,/api/citations/19810003507/downloads/19810003507.pdf,/api/citations/19810003507/downloads/19810003507.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003510,AERODYNAMICS,A conservative implicit finite difference algorithm for the unsteady transonic full potential equation,"An implicit finite difference procedure is developed to solve the unsteady full potential equation in conservation law form. Computational efficiency is maintained by use of approximate factorization techniques. The numerical algorithm is first order in time and second order in space. A circulation model and difference equations are developed for lifting airfoils in unsteady flow; however, thin airfoil body boundary conditions have been used with stretching functions to simplify the development of the numerical algorithm.",2013-09-04,1980-10-01,/api/citations/19810003510/downloads/19810003510.pdf,/api/citations/19810003510/downloads/19810003510.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003535,AIR TRANSPORTATION AND SAFETY,A simulator study for the development and evaluation of operating procedures on a supersonic cruise research transport to minimize airport-community noise,"Piloted-simulator studies were conducted to determine takeoff and landing operating procedures for a supersonic cruise research transport concept that result in predicted noise levels which meet current Federal Aviation Administration (FAA) certification standards. With the use of standard FAA noise certification test procedures, the subject simulated aircraft did not meet the FAA traded-noise-level standards during takeoff and landing. However, with the use of advanced procedures, this aircraft meets the traded-noise-level standards for flight crews with average skills. The advanced takeoff procedures developed involved violating some of the current Federal Aviation Regulations (FAR), but it was not necessary to violate any FAR noise-test conditions during landing approach. Noise contours were also determined for some of the simulated takeoffs and landings in order to indicate the noise-reduction advantages of using operational procedures other than standard.",2013-09-04,1980-11-01,/api/citations/19810003535/downloads/19810003535.pdf,/api/citations/19810003535/downloads/19810003535.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003557,"AIRCRAFT DESIGN, TESTING AND PERFORMANCE",A mathematical model of the CH-53 helicopter,"A mathematical model suitable for real time simulation of the CH-53 helicopter is presented. This model, which is based on modified nonlinear classical rotor theory and nonlinear fuselage aerodynamics, will be used to support terminal-area guidance and navigation studies on a fixed-base simulator. Validation is achieved by comparing the model response with that of a similar aircraft and by a qualitative comparison of the handling characteristics made by experienced pilots.",2013-09-04,1980-11-01,/api/citations/19810003557/downloads/19810003557.pdf,/api/citations/19810003557/downloads/19810003557.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003578,AIRCRAFT PROPULSION AND POWER,"Low-cost directionally-solidified turbine blades, volume 2","An endothermically heated technology was used to manufacture low cost, directionally solidified, uncooled nickel-alloy blades for the TFE731-3 turbofan engine. The MAR-M 247 and MER-M 100+Hf blades were finish processed through heat treatment, machining, and coating operations prior to 150 hour engine tests consisting of the following sequences: (1) 50 hours of simulated cruise cycling (high fatigue evaluation); (2) 50 hours at the maximum continuous power rating (stress rupture endurance (low cycle fatigue). None of the blades visually showed any detrimental effects from the test. This was verified by post test metallurgical evaluation. The specific fuel consumption was reduced by 2.4% with the uncooled blades.",2013-09-04,1979-04-01,/api/citations/19810003578/downloads/19810003578.pdf,/api/citations/19810003578/downloads/19810003578.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003580,AIRCRAFT PROPULSION AND POWER,"Propulsion Controls, 1979","The state of the art of multivariable engine control is examined in order to determine future needs and problem areas and to establish the appropriate roles of government, industries, and universities in addressing these problems.",2013-09-04,1980-10-01,/api/citations/19810003580/downloads/19810003580.pdf,/api/citations/19810003580/downloads/19810003580.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,"19810003581,19810003586,19810003587,19810003583,19810003593,19810003588,19810003591,19810003589,19810003592,19810003584,19810003590,19810003594,19810003585,19810003582"
19810003590,AIRCRAFT PROPULSION AND POWER,Engine identification for adaptive control,"An attempt to obtain a dynamic model for a turbofan gas turbine engine for the purpose of adaptive control is described. The requirements for adaptive control indicate that a dynamic model should be identified from data sampled during engine operation. The dynamic model identified was of the form of linear differential equations with time varying coefficients. A turbine engine is, however, a highly nonlinear system, so the identified model would be valid only over a small area near the operating point, thus requiring frequent updating of the coefficients in the model. Therefore it is necessary that the identifier use only recent information to perform its function. The identifier selected minimized the square of the equation errors. Known linear systems were used to test the characteristics of the identifier. It was found that the performance was dependent on the number of data points used in the computations and upon the time interval over which the data points were obtained. Preliminary results using an engine deck for the quiet, clean, shorthaul experimental engine indicate that the identified model predicts the engine motion well when there is sufficient dynamic information, that is when the engine is in transient operation.",2013-08-11,1980-10-01,/api/citations/19810003590/downloads/19810003590.pdf,/api/citations/19810003590/downloads/19810003590.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,19810003580
19810003595,AIRCRAFT PROPULSION AND POWER,Effect of ambient conditions on the emissions from a gas turbine combustor,"The effect of variations in the ambient conditions of pressure, temperature, and relative humidity upon the emissions of a gas turbine combustion are investigated. A single combustor can from a Pratt and Whitney JT8D-17 engine was run at parametric inlet conditions bracketing the actual engine idle conditions. Data were correlated to determine the functional relationships between the emissions and ambient conditions. Mathematical modelling was used to determine the mechanism for the carbon monoxide and hydrocarbon emissions. Carbon monoxide emissions were modelled using finite rate chemical kinetics in a plug flow scheme. Hydrocarbon emissions were modelled by a vaporization scheme throughout the combustor.",2013-09-04,1980-11-01,/api/citations/19810003595/downloads/19810003595.pdf,/api/citations/19810003595/downloads/19810003595.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003599,AIRCRAFT STABILITY AND CONTROL,Simulation comparison of a decoupled longitudinal control system and a velocity vector control wheel steering system during landings in wind shear,"A simulator comparison of the velocity vector control wheel steering (VCWS) system and a decoupled longitudinal control system is presented. The piloting task was to use the electronic attitude direction indicator (EADI) to capture and maintain a 3  degree glide slope in the presence of wind shear and to complete the landing using the perspective runway included on the EADI. The decoupled control system used constant prefilter and feedback gains to provide steady state decoupling of flight path angle, pitch angle, and forward velocity. The decoupled control system improved the pilots' ability to control airspeed and flight path angle during the final stages of an approach made in severe wind shear. The system also improved their ability to complete safe landings. The pilots preferred the decoupled control system in severe winds and, on a pilot rating scale, rated the approach and landing task with the decoupled control system as much as 3 to 4 increments better than use of the VCWS system.",2013-09-04,1980-11-01,/api/citations/19810003599/downloads/19810003599.pdf,/api/citations/19810003599/downloads/19810003599.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003600,AIRCRAFT STABILITY AND CONTROL,Practical optimal flight control system design for helicopter aircraft.  Volume 2:  Software user's guide,"A method by which modern and classical control theory techniques may be integrated in a synergistic fashion and used in the design of practical flight control systems is presented. A general procedure is developed, and several illustrative examples are included. Emphasis is placed not only on the synthesis of the design, but on the assessment of the results as well. The first step is to establish the differences, distinguishing characteristics and connections between the modern and classical control theory approaches. Ultimately, this uncovers a relationship between bandwidth goals familiar in classical control and cost function weights in the equivalent optimal system. In order to obtain a practical optimal solution, it is also necessary to formulate the problem very carefully, and each choice of state, measurement and output variable must be judiciously considered. Once design goals are established and problem formulation completed, the control system is synthesized in a straightforward manner. Three steps are involved: filter-observer solution, regulator solution, and the combination of those two into the controller. Assessment of the controller permits and examination and expansion of the synthesis results.",2013-09-04,1979-03-01,/api/citations/19810003600/downloads/19810003600.pdf,/api/citations/19810003600/downloads/19810003600.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003611,RESEARCH AND SUPPORT FACILITIES (AIR),Modeling and control of transonic cryogenic wind tunnel:  A summary report,"A representative, control compatible, mathematical model of a cryogenic wind tunnel was synthesized which describes the unsteady behavior of the tunnel. The performance of this model was validated by appropriate transient and quasisteady state tests on the 0.3 m transonic cryogenic tunnel. An understanding was developed of the cryogenic tunnel behavior by an appropriate interactive real time simulation of the developed model.",2013-09-04,1980-10-01,/api/citations/19810003611/downloads/19810003611.pdf,/api/citations/19810003611/downloads/19810003611.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810003613,ASTRONAUTICS (GENERAL),Scientific management and implementation of the geophysical fluid flow cell for Spacelab missions,Scientific support for the spherical convection experiment to be flown on Spacelab 3 was developed. This experiment takes advantage of the zero gravity environment of the orbiting space laboratory to conduct fundamental fluid flow studies concerned with thermally driven motions inside a rotating spherical shell with radial gravity. Such a system is a laboratory analog of large scale atmospheric and solar circulations. The radial body force necessary to model gravity correctly is obtained by using dielectric polarization forces in a radially varying electric field to produce radial accelerations proportional to temperature. This experiment will answer fundamental questions concerned with establishing the preferred modes of large scale motion in planetary and stellar atmospheres.,2013-09-04,1980-09-30,/api/citations/19810003613/downloads/19810003613.pdf,/api/citations/19810003613/downloads/19810003613.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
